 route_id ,                 stop_name                  , arrival_time , monday , tuesday , wednesday , thursday , friday , saturday , sunday ,    date    , service_id 
,,,,,,,,,,,
39, Tòa nhà Becamex                            , 06:15:00     ,1,1,1,1,1,1,0, 2018-01-01 ,2
39, Tòa nhà Becamex                            , 06:15:00     ,1,1,1,1,1,1,0, 2018-05-01 ,2
39, Tòa nhà Becamex                            , 06:15:00     ,1,1,1,1,1,1,0, 2018-04-30 ,2
39, Tòa nhà Becamex                            , 06:15:00     ,1,1,1,1,1,1,0, 2018-04-25 ,2
39, Tòa nhà Becamex                            , 06:15:00     ,1,1,1,1,1,1,0, 2019-02-20 ,2
39, Tòa nhà Becamex                            , 06:15:00     ,1,1,1,1,1,1,0, 2018-02-19 ,2
39, Tòa nhà Becamex                            , 06:15:00     ,1,1,1,1,1,1,0, 2018-02-18 ,2
39, Tòa nhà Becamex                            , 06:15:00     ,1,1,1,1,1,1,0, 2018-02-17 ,2
39, Tòa nhà Becamex                            , 06:15:00     ,1,1,1,1,1,1,0, 2018-02-16 ,2
39, Tòa nhà Becamex                            , 06:15:00     ,1,1,1,1,1,1,0, 2018-02-15 ,2
39, Tòa nhà Becamex                            , 06:15:00     ,1,1,1,1,1,1,0, 2018-02-14 ,2
39, Tòa nhà Becamex                            , 06:15:00     ,1,1,1,1,1,1,0, 2018-09-02 ,2
39, Tòa nhà Becamex                            , 06:25:00     ,1,1,1,1,1,0,0, 2018-02-14 ,3
39, Tòa nhà Becamex                            , 06:25:00     ,1,1,1,1,1,0,0, 2018-09-02 ,3
39, Tòa nhà Becamex                            , 06:25:00     ,1,1,1,1,1,0,0, 2018-05-01 ,3
39, Tòa nhà Becamex                            , 06:25:00     ,1,1,1,1,1,0,0, 2018-04-30 ,3
39, Tòa nhà Becamex                            , 06:25:00     ,1,1,1,1,1,0,0, 2018-04-25 ,3
39, Tòa nhà Becamex                            , 06:25:00     ,1,1,1,1,1,0,0, 2019-02-20 ,3
39, Tòa nhà Becamex                            , 06:25:00     ,1,1,1,1,1,0,0, 2018-02-19 ,3
39, Tòa nhà Becamex                            , 06:25:00     ,1,1,1,1,1,0,0, 2018-02-18 ,3
39, Tòa nhà Becamex                            , 06:25:00     ,1,1,1,1,1,0,0, 2018-02-17 ,3
39, Tòa nhà Becamex                            , 06:25:00     ,1,1,1,1,1,0,0, 2018-02-16 ,3
39, Tòa nhà Becamex                            , 06:25:00     ,1,1,1,1,1,0,0, 2018-02-15 ,3
39, Tòa nhà Becamex                            , 06:25:00     ,1,1,1,1,1,0,0, 2018-01-01 ,3
39, Tòa nhà Becamex                            , 06:35:00     ,1,1,1,1,1,0,0, 2018-01-01 ,3
39, Tòa nhà Becamex                            , 06:35:00     ,1,1,1,1,1,0,0, 2018-09-02 ,3
39, Tòa nhà Becamex                            , 06:35:00     ,1,1,1,1,1,0,0, 2018-05-01 ,3
39, Tòa nhà Becamex                            , 06:35:00     ,1,1,1,1,1,0,0, 2018-04-30 ,3
39, Tòa nhà Becamex                            , 06:35:00     ,1,1,1,1,1,0,0, 2018-04-25 ,3
39, Tòa nhà Becamex                            , 06:35:00     ,1,1,1,1,1,0,0, 2019-02-20 ,3
39, Tòa nhà Becamex                            , 06:35:00     ,1,1,1,1,1,0,0, 2018-02-19 ,3
39, Tòa nhà Becamex                            , 06:35:00     ,1,1,1,1,1,0,0, 2018-02-18 ,3
39, Tòa nhà Becamex                            , 06:35:00     ,1,1,1,1,1,0,0, 2018-02-17 ,3
39, Tòa nhà Becamex                            , 06:35:00     ,1,1,1,1,1,0,0, 2018-02-16 ,3
39, Tòa nhà Becamex                            , 06:35:00     ,1,1,1,1,1,0,0, 2018-02-15 ,3
39, Tòa nhà Becamex                            , 06:35:00     ,1,1,1,1,1,0,0, 2018-02-14 ,3
39, Tòa nhà Becamex                            , 06:45:00     ,1,1,1,1,1,0,0, 2018-04-30 ,3
39, Tòa nhà Becamex                            , 06:45:00     ,1,1,1,1,1,0,0, 2018-05-01 ,3
39, Tòa nhà Becamex                            , 06:45:00     ,1,1,1,1,1,0,0, 2018-01-01 ,3
39, Tòa nhà Becamex                            , 06:45:00     ,1,1,1,1,1,0,0, 2018-02-14 ,3
39, Tòa nhà Becamex                            , 06:45:00     ,1,1,1,1,1,0,0, 2018-02-15 ,3
39, Tòa nhà Becamex                            , 06:45:00     ,1,1,1,1,1,0,0, 2018-02-16 ,3
39, Tòa nhà Becamex                            , 06:45:00     ,1,1,1,1,1,0,0, 2018-02-17 ,3
39, Tòa nhà Becamex                            , 06:45:00     ,1,1,1,1,1,0,0, 2018-02-18 ,3
39, Tòa nhà Becamex                            , 06:45:00     ,1,1,1,1,1,0,0, 2018-02-19 ,3
39, Tòa nhà Becamex                            , 06:45:00     ,1,1,1,1,1,0,0, 2019-02-20 ,3
39, Tòa nhà Becamex                            , 06:45:00     ,1,1,1,1,1,0,0, 2018-04-25 ,3
39, Tòa nhà Becamex                            , 06:45:00     ,1,1,1,1,1,0,0, 2018-09-02 ,3
39, Sân vận động Gò Đậu - Bình Dương           , 06:17:00     ,1,1,1,1,1,1,0, 2018-01-01 ,2
39, Sân vận động Gò Đậu - Bình Dương           , 06:17:00     ,1,1,1,1,1,1,0, 2018-02-14 ,2
39, Sân vận động Gò Đậu - Bình Dương           , 06:17:00     ,1,1,1,1,1,1,0, 2018-02-15 ,2
39, Sân vận động Gò Đậu - Bình Dương           , 06:17:00     ,1,1,1,1,1,1,0, 2018-02-16 ,2
39, Sân vận động Gò Đậu - Bình Dương           , 06:17:00     ,1,1,1,1,1,1,0, 2018-02-17 ,2
